>pcount	tstamp	src_dst_idn	port_port_idn	netrange_idn	country_idn	src_idn	dst_idn	lat	lon
3862	1555.697	29	146	1	-1	15	0	0.000	0.000
3863	1555.699	29	146	1	-1	15	0	0.000	0.000
3864	1555.702	29	146	1	-1	15	0	0.000	0.000
3865	1555.708	29	161	1	-1	15	0	0.000	0.000
3866	1555.712	29	161	1	-1	15	0	0.000	0.000
3867	1555.717	29	146	1	-1	15	0	0.000	0.000
3868	1555.719	29	146	1	-1	15	0	0.000	0.000
3869	1555.720	29	146	1	-1	15	0	0.000	0.000
3870	1555.725	28	142	15	74	0	15	48.860	2.350
3871	1555.732	28	142	15	74	0	15	48.860	2.350
3872	1555.733	29	146	1	-1	15	0	0.000	0.000
3873	1555.735	28	142	15	74	0	15	48.860	2.350
3874	1555.737	29	146	1	-1	15	0	0.000	0.000
3875	1555.741	29	146	1	-1	15	0	0.000	0.000
3876	1555.750	29	146	1	-1	15	0	0.000	0.000
3877	1555.752	29	146	1	-1	15	0	0.000	0.000
3878	1555.754	29	146	1	-1	15	0	0.000	0.000
3879	1555.756	28	142	15	74	0	15	48.860	2.350
3880	1555.758	28	142	15	74	0	15	48.860	2.350
3881	1555.759	28	151	15	74	0	15	48.860	2.350
3882	1555.761	29	146	1	-1	15	0	0.000	0.000
3883	1555.763	29	146	1	-1	15	0	0.000	0.000
3884	1555.767	29	146	1	-1	15	0	0.000	0.000
3885	1555.772	29	161	1	-1	15	0	0.000	0.000
3886	1555.774	29	161	1	-1	15	0	0.000	0.000
3887	1555.776	29	161	1	-1	15	0	0.000	0.000
3888	1555.779	29	161	1	-1	15	0	0.000	0.000
3889	1555.789	28	151	15	74	0	15	48.860	2.350
3890	1555.791	28	151	15	74	0	15	48.860	2.350
3891	1555.792	29	161	1	-1	15	0	0.000	0.000
3892	1555.794	29	161	1	-1	15	0	0.000	0.000
3893	1555.796	29	161	1	-1	15	0	0.000	0.000
3894	1555.797	29	161	1	-1	15	0	0.000	0.000
3895	1555.799	29	161	1	-1	15	0	0.000	0.000
3896	1555.801	29	161	1	-1	15	0	0.000	0.000
3897	1555.804	29	161	1	-1	15	0	0.000	0.000
3898	1555.811	29	161	1	-1	15	0	0.000	0.000
3899	1555.813	29	161	1	-1	15	0	0.000	0.000
3900	1555.814	29	161	1	-1	15	0	0.000	0.000
3901	1555.818	29	161	1	-1	15	0	0.000	0.000
3902	1555.828	29	161	1	-1	15	0	0.000	0.000
3903	1555.829	29	161	1	-1	15	0	0.000	0.000
3904	1555.831	29	161	1	-1	15	0	0.000	0.000
3905	1555.832	29	161	1	-1	15	0	0.000	0.000
3906	1555.834	28	151	15	74	0	15	48.860	2.350
3907	1555.836	28	151	15	74	0	15	48.860	2.350
3908	1555.838	28	151	15	74	0	15	48.860	2.350
3909	1555.839	28	151	15	74	0	15	48.860	2.350
3910	1555.843	28	151	15	74	0	15	48.860	2.350
3911	1555.854	28	151	15	74	0	15	48.860	2.350
3912	1555.856	29	152	1	-1	15	0	0.000	0.000
3913	1555.858	29	152	1	-1	15	0	0.000	0.000
3914	1555.859	29	152	1	-1	15	0	0.000	0.000
3915	1555.861	29	152	1	-1	15	0	0.000	0.000
3916	1555.863	29	152	1	-1	15	0	0.000	0.000
3917	1555.864	29	152	1	-1	15	0	0.000	0.000
3918	1555.866	29	152	1	-1	15	0	0.000	0.000
3919	1555.871	29	152	1	-1	15	0	0.000	0.000
3920	1555.880	29	152	1	-1	15	0	0.000	0.000
3921	1555.882	29	152	1	-1	15	0	0.000	0.000
3922	1555.884	29	152	1	-1	15	0	0.000	0.000
3924	1555.886	29	152	1	-1	15	0	0.000	0.000
3925	1555.888	29	152	1	-1	15	0	0.000	0.000
3926	1555.890	29	152	1	-1	15	0	0.000	0.000
3927	1555.899	29	152	1	-1	15	0	0.000	0.000
3927	1555.901	29	152	1	-1	15	0	0.000	0.000
3928	1555.904	29	152	1	-1	15	0	0.000	0.000
3929	1555.905	29	152	1	-1	15	0	0.000	0.000
3930	1555.907	29	152	1	-1	15	0	0.000	0.000
3931	1555.909	29	152	1	-1	15	0	0.000	0.000
3932	1555.911	29	152	1	-1	15	0	0.000	0.000
3933	1555.912	29	152	1	-1	15	0	0.000	0.000
3934	1555.914	29	152	1	-1	15	0	0.000	0.000
3935	1555.916	29	152	1	-1	15	0	0.000	0.000
3936	1555.921	29	152	1	-1	15	0	0.000	0.000
3937	1555.927	29	152	1	-1	15	0	0.000	0.000
3938	1555.929	29	152	1	-1	15	0	0.000	0.000
3939	1555.931	29	152	1	-1	15	0	0.000	0.000
3940	1555.938	29	152	1	-1	15	0	0.000	0.000
3941	1555.939	29	152	1	-1	15	0	0.000	0.000
3942	1555.941	29	152	1	-1	15	0	0.000	0.000
3943	1555.943	29	152	1	-1	15	0	0.000	0.000
3944	1555.946	29	152	1	-1	15	0	0.000	0.000
3945	1555.954	29	152	1	-1	15	0	0.000	0.000
3946	1555.956	29	152	1	-1	15	0	0.000	0.000
3947	1555.958	29	152	1	-1	15	0	0.000	0.000
3949	1555.962	29	152	1	-1	15	0	0.000	0.000
3950	1555.964	29	152	1	-1	15	0	0.000	0.000
3951	1555.965	29	152	1	-1	15	0	0.000	0.000
3952	1555.974	29	152	1	-1	15	0	0.000	0.000
3953	1555.976	29	152	1	-1	15	0	0.000	0.000
3954	1555.979	29	152	1	-1	15	0	0.000	0.000
3956	1555.991	29	152	1	-1	15	0	0.000	0.000
3957	1555.992	29	152	1	-1	15	0	0.000	0.000
3958	1555.994	29	152	1	-1	15	0	0.000	0.000
3959	1555.996	29	152	1	-1	15	0	0.000	0.000
3959	1555.998	29	152	1	-1	15	0	0.000	0.000
3960	1556.005	29	152	1	-1	15	0	0.000	0.000
3961	1556.007	29	152	1	-1	15	0	0.000	0.000
3962	1556.009	29	159	1	-1	15	0	0.000	0.000
3963	1556.011	29	159	1	-1	15	0	0.000	0.000
3964	1555.981	29	152	1	-1	15	0	0.000	0.000
3964	1556.021	29	159	1	-1	15	0	0.000	0.000
3965	1556.024	29	159	1	-1	15	0	0.000	0.000
3966	1556.026	29	148	1	-1	15	0	0.000	0.000
3967	1556.027	29	148	1	-1	15	0	0.000	0.000
3968	1556.030	28	151	15	74	0	15	48.860	2.350
3969	1556.032	28	151	15	74	0	15	48.860	2.350
3970	1556.037	28	151	15	74	0	15	48.860	2.350
3971	1556.043	28	151	15	74	0	15	48.860	2.350
3972	1556.045	28	151	15	74	0	15	48.860	2.350
3973	1556.046	28	151	15	74	0	15	48.860	2.350
3974	1556.052	28	145	15	74	0	15	48.860	2.350
3975	1556.054	28	145	15	74	0	15	48.860	2.350
3976	1556.055	28	145	15	74	0	15	48.860	2.350
3977	1556.061	28	145	15	74	0	15	48.860	2.350
3978	1556.063	28	145	15	74	0	15	48.860	2.350
3979	1556.064	28	151	15	74	0	15	48.860	2.350
3980	1556.070	28	151	15	74	0	15	48.860	2.350
3981	1556.072	28	151	15	74	0	15	48.860	2.350
3982	1556.073	28	151	15	74	0	15	48.860	2.350
3983	1556.076	28	151	15	74	0	15	48.860	2.350
3984	1556.086	28	143	15	74	0	15	48.860	2.350
3985	1556.088	28	143	15	74	0	15	48.860	2.350
3986	1556.090	28	143	15	74	0	15	48.860	2.350
3987	1556.092	28	143	15	74	0	15	48.860	2.350
3988	1556.093	28	143	15	74	0	15	48.860	2.350
3989	1556.095	28	143	15	74	0	15	48.860	2.350
3990	1556.097	28	143	15	74	0	15	48.860	2.350
3991	1556.098	28	143	15	74	0	15	48.860	2.350
3992	1556.101	28	143	15	74	0	15	48.860	2.350
3993	1556.113	28	143	15	74	0	15	48.860	2.350
3994	1556.115	28	143	15	74	0	15	48.860	2.350
3995	1556.116	28	143	15	74	0	15	48.860	2.350
3996	1556.118	29	148	1	-1	15	0	0.000	0.000
3997	1556.119	29	148	1	-1	15	0	0.000	0.000
3998	1556.121	29	148	1	-1	15	0	0.000	0.000
3999	1556.123	29	148	1	-1	15	0	0.000	0.000
4000	1556.125	29	148	1	-1	15	0	0.000	0.000
4001	1556.128	29	148	1	-1	15	0	0.000	0.000
4002	1556.132	28	143	15	74	0	15	48.860	2.350
4003	1556.142	28	143	15	74	0	15	48.860	2.350
4004	1556.144	29	148	1	-1	15	0	0.000	0.000
4005	1556.146	29	148	1	-1	15	0	0.000	0.000
4006	1556.148	29	148	1	-1	15	0	0.000	0.000
4007	1556.149	29	148	1	-1	15	0	0.000	0.000
4008	1556.151	28	143	15	74	0	15	48.860	2.350
4009	1556.153	28	143	15	74	0	15	48.860	2.350
4010	1556.154	28	143	15	74	0	15	48.860	2.350
4011	1556.157	28	143	15	74	0	15	48.860	2.350
4012	1556.164	28	143	15	74	0	15	48.860	2.350
4013	1556.165	28	143	15	74	0	15	48.860	2.350
4014	1556.171	28	160	15	74	0	15	48.860	2.350
4015	1556.172	28	143	15	74	0	15	48.860	2.350
4016	1556.174	28	143	15	74	0	15	48.860	2.350
4017	1556.179	28	143	15	74	0	15	48.860	2.350
4018	1556.181	28	143	15	74	0	15	48.860	2.350
4019	1556.186	28	143	15	74	0	15	48.860	2.350
4020	1556.188	28	143	15	74	0	15	48.860	2.350
4021	1556.189	28	143	15	74	0	15	48.860	2.350
4022	1556.195	28	143	15	74	0	15	48.860	2.350
4023	1556.197	28	160	15	74	0	15	48.860	2.350
4024	1556.198	28	160	15	74	0	15	48.860	2.350
4025	1556.203	28	160	15	74	0	15	48.860	2.350
4026	1556.204	28	160	15	74	0	15	48.860	2.350
4027	1556.211	28	160	15	74	0	15	48.860	2.350
4028	1556.213	28	160	15	74	0	15	48.860	2.350
4029	1556.215	28	160	15	74	0	15	48.860	2.350
4030	1556.217	28	160	15	74	0	15	48.860	2.350
4031	1556.218	28	160	15	74	0	15	48.860	2.350
4032	1556.222	29	159	1	-1	15	0	0.000	0.000
4033	1556.232	29	159	1	-1	15	0	0.000	0.000
4034	1556.234	29	159	1	-1	15	0	0.000	0.000
4035	1556.235	29	159	1	-1	15	0	0.000	0.000
4036	1556.237	29	159	1	-1	15	0	0.000	0.000
4037	1556.239	29	159	1	-1	15	0	0.000	0.000
4038	1556.241	29	159	1	-1	15	0	0.000	0.000
4039	1556.242	29	159	1	-1	15	0	0.000	0.000
4040	1556.244	28	160	15	74	0	15	48.860	2.350
4041	1556.247	28	160	15	74	0	15	48.860	2.350
4042	1556.253	28	160	15	74	0	15	48.860	2.350
4043	1556.255	28	160	15	74	0	15	48.860	2.350
4044	1556.262	29	159	1	-1	15	0	0.000	0.000
4045	1556.263	29	159	1	-1	15	0	0.000	0.000
4046	1556.265	29	159	1	-1	15	0	0.000	0.000
4047	1556.267	29	159	1	-1	15	0	0.000	0.000
4048	1556.268	29	159	1	-1	15	0	0.000	0.000
4049	1556.272	29	159	1	-1	15	0	0.000	0.000
4050	1556.282	29	159	1	-1	15	0	0.000	0.000
4051	1556.283	29	159	1	-1	15	0	0.000	0.000
4052	1556.285	29	159	1	-1	15	0	0.000	0.000
4053	1556.288	29	159	1	-1	15	0	0.000	0.000
4054	1556.290	29	159	1	-1	15	0	0.000	0.000
4055	1556.292	28	144	15	74	0	15	48.860	2.350
4056	1556.293	28	144	15	74	0	15	48.860	2.350
4057	1556.295	28	144	15	74	0	15	48.860	2.350
4058	1556.298	28	144	15	74	0	15	48.860	2.350
4059	1556.300	28	144	15	74	0	15	48.860	2.350
4060	1556.306	28	144	15	74	0	15	48.860	2.350
4061	1556.308	28	144	15	74	0	15	48.860	2.350
4062	1556.314	28	144	15	74	0	15	48.860	2.350
4063	1556.316	28	144	15	74	0	15	48.860	2.350
4064	1556.317	28	144	15	74	0	15	48.860	2.350
4065	1556.322	28	144	15	74	0	15	48.860	2.350
4066	1556.324	29	147	1	-1	15	0	0.000	0.000
4067	1556.329	28	144	15	74	0	15	48.860	2.350
4068	1556.332	29	146	1	-1	15	0	0.000	0.000
4069	1556.333	29	146	1	-1	15	0	0.000	0.000
4070	1556.339	29	146	1	-1	15	0	0.000	0.000
4071	1556.341	29	146	1	-1	15	0	0.000	0.000
4072	1556.343	28	144	15	74	0	15	48.860	2.350
4073	1556.345	29	146	1	-1	15	0	0.000	0.000
4074	1556.348	29	146	1	-1	15	0	0.000	0.000
4075	1556.358	29	146	1	-1	15	0	0.000	0.000
4076	1556.360	29	146	1	-1	15	0	0.000	0.000
4077	1556.362	29	146	1	-1	15	0	0.000	0.000
4078	1556.363	29	146	1	-1	15	0	0.000	0.000
4079	1556.365	29	146	1	-1	15	0	0.000	0.000
4080	1556.367	29	146	1	-1	15	0	0.000	0.000
4081	1556.368	28	144	15	74	0	15	48.860	2.350
4082	1556.370	28	144	15	74	0	15	48.860	2.350
4083	1556.373	28	144	15	74	0	15	48.860	2.350
4084	1556.380	28	144	15	74	0	15	48.860	2.350
4085	1556.381	28	144	15	74	0	15	48.860	2.350
4086	1556.387	28	144	15	74	0	15	48.860	2.350
4087	1556.388	28	144	15	74	0	15	48.860	2.350
4088	1556.390	28	143	15	74	0	15	48.860	2.350
4089	1556.393	28	144	15	74	0	15	48.860	2.350
4090	1556.404	28	144	15	74	0	15	48.860	2.350
4091	1556.405	28	144	15	74	0	15	48.860	2.350
4092	1556.407	28	144	15	74	0	15	48.860	2.350
4093	1556.408	28	144	15	74	0	15	48.860	2.350
4094	1556.411	28	144	15	74	0	15	48.860	2.350
4095	1556.412	28	144	15	74	0	15	48.860	2.350
4096	1556.414	28	144	15	74	0	15	48.860	2.350
4097	1556.415	28	144	15	74	0	15	48.860	2.350
4098	1556.419	28	144	15	74	0	15	48.860	2.350
4099	1556.430	28	144	15	74	0	15	48.860	2.350
4100	1556.432	28	144	15	74	0	15	48.860	2.350
4101	1556.434	28	144	15	74	0	15	48.860	2.350
4102	1556.435	28	144	15	74	0	15	48.860	2.350
4103	1556.437	28	151	15	74	0	15	48.860	2.350
4104	1556.439	28	151	15	74	0	15	48.860	2.350
4105	1556.440	28	142	15	74	0	15	48.860	2.350
4106	1556.442	28	142	15	74	0	15	48.860	2.350
4107	1556.445	28	142	15	74	0	15	48.860	2.350
4108	1556.453	28	142	15	74	0	15	48.860	2.350
4109	1556.454	28	142	15	74	0	15	48.860	2.350
4110	1556.456	28	142	15	74	0	15	48.860	2.350
4111	1556.462	28	142	15	74	0	15	48.860	2.350
4112	1556.463	28	142	15	74	0	15	48.860	2.350
4113	1556.465	28	151	15	74	0	15	48.860	2.350
4114	1556.468	28	151	15	74	0	15	48.860	2.350
4115	1556.473	28	151	15	74	0	15	48.860	2.350
4116	1556.475	28	151	15	74	0	15	48.860	2.350
4117	1556.477	28	151	15	74	0	15	48.860	2.350
4118	1556.487	28	151	15	74	0	15	48.860	2.350
4119	1556.488	28	151	15	74	0	15	48.860	2.350
4120	1556.490	28	151	15	74	0	15	48.860	2.350
4121	1556.492	28	151	15	74	0	15	48.860	2.350
4122	1556.494	28	151	15	74	0	15	48.860	2.350
4123	1556.495	28	151	15	74	0	15	48.860	2.350
4124	1556.497	28	151	15	74	0	15	48.860	2.350
4125	1556.499	28	151	15	74	0	15	48.860	2.350
4126	1556.502	28	151	15	74	0	15	48.860	2.350
4127	1556.514	28	145	15	74	0	15	48.860	2.350
4128	1556.516	29	152	1	-1	15	0	0.000	0.000
4129	1556.517	29	152	1	-1	15	0	0.000	0.000
4130	1556.519	29	152	1	-1	15	0	0.000	0.000
4131	1556.521	29	152	1	-1	15	0	0.000	0.000
4132	1556.522	29	152	1	-1	15	0	0.000	0.000
4133	1556.524	29	152	1	-1	15	0	0.000	0.000
4134	1556.526	29	152	1	-1	15	0	0.000	0.000
4135	1556.529	29	152	1	-1	15	0	0.000	0.000
4136	1556.540	28	143	15	74	0	15	48.860	2.350
4137	1556.542	28	143	15	74	0	15	48.860	2.350
4138	1556.544	29	152	1	-1	15	0	0.000	0.000
4139	1556.546	29	152	1	-1	15	0	0.000	0.000
4140	1556.556	28	143	15	74	0	15	48.860	2.350
4141	1556.566	28	143	15	74	0	15	48.860	2.350
4142	1556.568	29	152	1	-1	15	0	0.000	0.000
4143	1556.570	29	152	1	-1	15	0	0.000	0.000
4144	1556.573	29	152	1	-1	15	0	0.000	0.000
4145	1556.577	29	152	1	-1	15	0	0.000	0.000
4146	1556.587	29	152	1	-1	15	0	0.000	0.000
4147	1556.589	29	152	1	-1	15	0	0.000	0.000
4148	1556.591	29	152	1	-1	15	0	0.000	0.000
4149	1556.592	29	152	1	-1	15	0	0.000	0.000
4150	1556.594	28	143	15	74	0	15	48.860	2.350
4151	1556.596	29	152	1	-1	15	0	0.000	0.000
4152	1556.597	29	152	1	-1	15	0	0.000	0.000
4153	1556.599	28	143	15	74	0	15	48.860	2.350
4154	1556.603	28	143	15	74	0	15	48.860	2.350
4155	1556.614	28	143	15	74	0	15	48.860	2.350
4156	1556.616	28	144	15	74	0	15	48.860	2.350
4157	1556.618	28	144	15	74	0	15	48.860	2.350
4158	1556.619	28	144	15	74	0	15	48.860	2.350
4159	1556.621	28	144	15	74	0	15	48.860	2.350
4160	1556.623	28	144	15	74	0	15	48.860	2.350
4161	1556.624	28	144	15	74	0	15	48.860	2.350
4162	1556.626	28	144	15	74	0	15	48.860	2.350
4163	1556.629	28	144	15	74	0	15	48.860	2.350
4164	1556.636	28	144	15	74	0	15	48.860	2.350
4165	1556.638	28	144	15	74	0	15	48.860	2.350
4166	1556.640	28	144	15	74	0	15	48.860	2.350
4167	1556.644	28	144	15	74	0	15	48.860	2.350
4168	1556.650	28	144	15	74	0	15	48.860	2.350
4169	1556.652	28	144	15	74	0	15	48.860	2.350
4170	1556.654	29	152	1	-1	15	0	0.000	0.000
4171	1556.656	29	152	1	-1	15	0	0.000	0.000
4172	1556.661	29	152	1	-1	15	0	0.000	0.000
4173	1556.663	29	152	1	-1	15	0	0.000	0.000
4174	1556.664	29	152	1	-1	15	0	0.000	0.000
4175	1556.668	29	152	1	-1	15	0	0.000	0.000
4176	1556.674	28	144	15	74	0	15	48.860	2.350
4177	1556.676	28	144	15	74	0	15	48.860	2.350
4178	1556.677	28	144	15	74	0	15	48.860	2.350
4179	1556.679	28	144	15	74	0	15	48.860	2.350
4180	1556.683	18	30	10	232	0	10	37.419	-122.057
4181	1556.693	19	31	1	-1	10	0	0.000	0.000
4182	1556.694	18	30	10	232	0	10	37.419	-122.057
4183	1556.696	29	158	1	-1	15	0	0.000	0.000
4184	1556.698	29	158	1	-1	15	0	0.000	0.000
4185	1556.700	28	149	15	74	0	15	48.860	2.350
4186	1556.701	4	5	1	-1	3	0	0.000	0.000
4187	1556.703	5	4	3	232	0	3	37.419	-122.057
4192	1556.806	0	162	0	232	0	1	37.419	-122.057
4193	1556.812	0	162	0	232	0	1	37.419	-122.057
4196	1556.705	0	162	0	232	0	1	37.419	-122.057
4197	1556.893	1	163	1	-1	1	0	0.000	0.000
4196	1556.830	1	163	1	-1	1	0	0.000	0.000
4200	1556.976	0	162	0	232	0	1	37.419	-122.057
4201	1556.978	0	162	0	232	0	1	37.419	-122.057
4201	1556.735	1	163	1	-1	1	0	0.000	0.000
4202	1556.983	0	162	0	232	0	1	37.419	-122.057
4203	1556.984	37	165	1	-1	19	0	0.000	0.000
4203	1556.719	36	164	19	232	0	19	37.419	-122.057
4204	1557.013	37	165	1	-1	19	0	0.000	0.000
4205	1557.022	36	164	19	232	0	19	37.419	-122.057
4206	1557.023	36	164	19	232	0	19	37.419	-122.057
4207	1557.026	1	163	1	-1	1	0	0.000	0.000
4208	1557.033	1	163	1	-1	1	0	0.000	0.000
4209	1557.035	36	164	19	232	0	19	37.419	-122.057
4210	1557.062	36	164	19	232	0	19	37.419	-122.057
4211	1557.066	36	164	19	232	0	19	37.419	-122.057
4212	1557.075	0	162	0	232	0	1	37.419	-122.057
4213	1557.077	0	162	0	232	0	1	37.419	-122.057
4214	1557.079	1	163	1	-1	1	0	0.000	0.000
4215	1557.099	0	162	0	232	0	1	37.419	-122.057
4216	1557.101	0	162	0	232	0	1	37.419	-122.057
4217	1557.111	37	165	1	-1	19	0	0.000	0.000
4217	1556.763	37	165	1	-1	19	0	0.000	0.000
4218	1557.117	37	165	1	-1	19	0	0.000	0.000
4219	1557.119	37	165	1	-1	19	0	0.000	0.000
4220	1557.154	37	165	1	-1	19	0	0.000	0.000
4221	1557.156	36	164	19	232	0	19	37.419	-122.057
4222	1557.157	36	164	19	232	0	19	37.419	-122.057
4222	1556.819	36	164	19	232	0	19	37.419	-122.057
4222	1556.814	36	164	19	232	0	19	37.419	-122.057
4223	1557.184	36	164	19	232	0	19	37.419	-122.057
4224	1557.186	36	164	19	232	0	19	37.419	-122.057
4225	1557.188	36	164	19	232	0	19	37.419	-122.057
4226	1557.198	1	163	1	-1	1	0	0.000	0.000
4227	1557.200	37	165	1	-1	19	0	0.000	0.000
4227	1556.925	37	165	1	-1	19	0	0.000	0.000
4228	1557.208	29	147	1	-1	15	0	0.000	0.000
4229	1557.214	29	148	1	-1	15	0	0.000	0.000
4230	1557.221	28	145	15	74	0	15	48.860	2.350
4231	1557.222	28	145	15	74	0	15	48.860	2.350
4232	1557.226	28	142	15	74	0	15	48.860	2.350
4233	1557.231	28	142	15	74	0	15	48.860	2.350
4233	1556.935	37	165	1	-1	19	0	0.000	0.000
4234	1557.881	29	146	1	-1	15	0	0.000	0.000
4235	1557.883	29	161	1	-1	15	0	0.000	0.000
4236	1557.885	28	143	15	74	0	15	48.860	2.350
4238	1557.888	28	160	15	74	0	15	48.860	2.350
4239	1557.890	28	160	15	74	0	15	48.860	2.350
4240	1557.892	29	147	1	-1	15	0	0.000	0.000
4241	1557.901	28	143	15	74	0	15	48.860	2.350
4241	1557.902	29	148	1	-1	15	0	0.000	0.000
4242	1557.905	29	146	1	-1	15	0	0.000	0.000
4243	1557.907	29	161	1	-1	15	0	0.000	0.000
4244	1557.909	29	159	1	-1	15	0	0.000	0.000
4245	1557.910	28	151	15	74	0	15	48.860	2.350
4246	1557.912	28	151	15	74	0	15	48.860	2.350
4247	1557.914	29	159	1	-1	15	0	0.000	0.000
4248	1557.920	29	152	1	-1	15	0	0.000	0.000
4249	1557.932	28	144	15	74	0	15	48.860	2.350
4250	1557.934	28	144	15	74	0	15	48.860	2.350
4251	1557.936	29	158	1	-1	15	0	0.000	0.000
4252	1557.937	29	152	1	-1	15	0	0.000	0.000
4253	1557.939	28	149	15	74	0	15	48.860	2.350
4254	1557.941	28	149	15	74	0	15	48.860	2.350
4255	1557.942	29	158	1	-1	15	0	0.000	0.000
4256	1557.944	29	158	1	-1	15	0	0.000	0.000
4257	1557.947	28	149	15	74	0	15	48.860	2.350
4260	1558.902	32	136	17	232	0	17	37.419	-122.057
4261	1558.904	33	137	1	-1	17	0	0.000	0.000
4262	1558.922	30	128	16	232	0	16	37.419	-122.057
4263	1558.924	31	129	1	-1	16	0	0.000	0.000
4266	1558.932	28	166	15	74	0	15	48.860	2.350
4266	1558.955	11	168	1	-1	7	0	0.000	0.000
4266	1558.943	10	167	7	-1	0	7	0.000	0.000
4269	1558.895	39	169	1	-1	20	0	0.000	0.000
4272	1558.882	38	170	20	232	0	20	37.419	-122.057
4273	1559.329	40	171	21	232	0	21	34.012	-118.468
4274	1559.727	41	173	1	-1	21	0	0.000	0.000
4274	1559.399	41	173	1	-1	21	0	0.000	0.000
4275	1559.784	41	173	1	-1	21	0	0.000	0.000
4275	1559.463	40	171	21	232	0	21	34.012	-118.468
4276	1559.808	40	171	21	232	0	21	34.012	-118.468
4278	1559.816	40	171	21	232	0	21	34.012	-118.468
4277	1559.810	40	171	21	232	0	21	34.012	-118.468
4279	1559.826	40	171	21	232	0	21	34.012	-118.468
4280	1559.828	41	173	1	-1	21	0	0.000	0.000
4281	1559.829	41	173	1	-1	21	0	0.000	0.000
4282	1559.844	41	173	1	-1	21	0	0.000	0.000
4283	1559.846	41	173	1	-1	21	0	0.000	0.000
4284	1559.847	41	173	1	-1	21	0	0.000	0.000
4285	1559.867	41	173	1	-1	21	0	0.000	0.000
4286	1559.869	41	173	1	-1	21	0	0.000	0.000
4287	1559.871	40	171	21	232	0	21	34.012	-118.468
4288	1559.872	40	171	21	232	0	21	34.012	-118.468
4289	1559.874	40	171	21	232	0	21	34.012	-118.468
4290	1559.915	40	171	21	232	0	21	34.012	-118.468
4291	1559.520	28	172	15	74	0	15	48.860	2.350
4291	1559.527	41	173	1	-1	21	0	0.000	0.000
4293	1559.987	40	174	21	232	0	21	34.012	-118.468
4293	1559.647	41	173	1	-1	21	0	0.000	0.000
4293	1559.603	40	171	21	232	0	21	34.012	-118.468
4294	1560.013	40	174	21	232	0	21	34.012	-118.468
4300	1560.114	41	173	1	-1	21	0	0.000	0.000
4301	1560.148	41	175	1	-1	21	0	0.000	0.000
4302	1560.151	41	175	1	-1	21	0	0.000	0.000
4303	1560.153	41	175	1	-1	21	0	0.000	0.000
4304	1560.155	41	175	1	-1	21	0	0.000	0.000
4305	1560.179	28	166	15	74	0	15	48.860	2.350
4306	1560.181	28	166	15	74	0	15	48.860	2.350
4307	1560.183	40	174	21	232	0	21	34.012	-118.468
4309	1560.242	40	174	21	232	0	21	34.012	-118.468
4310	1560.244	40	176	21	232	0	21	34.012	-118.468
4310	1559.947	41	175	1	-1	21	0	0.000	0.000
4312	1560.271	41	173	1	-1	21	0	0.000	0.000
4313	1560.273	41	173	1	-1	21	0	0.000	0.000
4314	1560.275	41	173	1	-1	21	0	0.000	0.000
4314	1559.916	40	174	21	232	0	21	34.012	-118.468
4315	1560.316	41	173	1	-1	21	0	0.000	0.000
4315	1560.015	40	176	21	232	0	21	34.012	-118.468
4316	1560.319	41	173	1	-1	21	0	0.000	0.000
4317	1560.342	41	173	1	-1	21	0	0.000	0.000
4319	1560.346	41	173	1	-1	21	0	0.000	0.000
4319	1560.052	40	178	21	232	0	21	34.012	-118.468
4319	1560.088	40	180	21	232	0	21	34.012	-118.468
4319	1560.026	40	177	21	232	0	21	34.012	-118.468
4320	1560.069	29	179	1	-1	15	0	0.000	0.000
4321	1560.440	41	173	1	-1	21	0	0.000	0.000
4322	1560.442	41	173	1	-1	21	0	0.000	0.000
4323	1560.444	41	173	1	-1	21	0	0.000	0.000
4324	1560.464	41	173	1	-1	21	0	0.000	0.000
4325	1560.491	41	173	1	-1	21	0	0.000	0.000
4326	1560.493	40	174	21	232	0	21	34.012	-118.468
4327	1560.495	41	173	1	-1	21	0	0.000	0.000
4328	1560.503	41	173	1	-1	21	0	0.000	0.000
4329	1560.505	41	173	1	-1	21	0	0.000	0.000
4330	1560.507	41	173	1	-1	21	0	0.000	0.000
4331	1560.537	41	173	1	-1	21	0	0.000	0.000
4332	1560.539	41	173	1	-1	21	0	0.000	0.000
4333	1560.541	41	173	1	-1	21	0	0.000	0.000
4334	1560.552	41	173	1	-1	21	0	0.000	0.000
4335	1560.554	41	173	1	-1	21	0	0.000	0.000
4335	1560.269	41	182	1	-1	21	0	0.000	0.000
4336	1560.558	41	173	1	-1	21	0	0.000	0.000
4336	1560.187	41	181	1	-1	21	0	0.000	0.000
4337	1560.591	41	173	1	-1	21	0	0.000	0.000
4338	1560.600	41	173	1	-1	21	0	0.000	0.000
4339	1560.601	41	173	1	-1	21	0	0.000	0.000
4340	1560.603	41	173	1	-1	21	0	0.000	0.000
4341	1560.609	41	173	1	-1	21	0	0.000	0.000
4342	1560.610	41	173	1	-1	21	0	0.000	0.000
4343	1560.612	40	174	21	232	0	21	34.012	-118.468
4344	1560.616	40	176	21	232	0	21	34.012	-118.468
4345	1560.628	40	180	21	232	0	21	34.012	-118.468
4346	1560.630	40	180	21	232	0	21	34.012	-118.468
4347	1560.631	40	171	21	232	0	21	34.012	-118.468
4347	1560.344	41	183	1	-1	21	0	0.000	0.000
4348	1560.652	40	171	21	232	0	21	34.012	-118.468
4349	1560.653	40	171	21	232	0	21	34.012	-118.468
