>pcount	tstamp	src_dst_idn	port_port_idn	netrange_idn	country_idn	src_idn	dst_idn	lat	lon
1	1408.769	0	0	0	232	0	1	37.419	-122.057
4	1409.135	0	0	0	232	0	1	37.419	-122.057
5	1409.137	0	0	0	232	0	1	37.419	-122.057
6	1409.138	0	0	0	232	0	1	37.419	-122.057
7	1409.141	0	0	0	232	0	1	37.419	-122.057
8	1409.162	0	0	0	232	0	1	37.419	-122.057
11	1409.223	1	1	1	-1	1	0	0.000	0.000
12	1409.225	1	1	1	-1	1	0	0.000	0.000
12	1409.143	1	1	1	-1	1	0	0.000	0.000
12	1409.168	1	1	1	-1	1	0	0.000	0.000
12	1409.178	1	1	1	-1	1	0	0.000	0.000
20	1409.882	3	2	1	-1	2	0	0.000	0.000
21	1409.884	3	2	1	-1	2	0	0.000	0.000
22	1409.885	3	2	1	-1	2	0	0.000	0.000
19	1409.869	2	3	2	232	0	2	37.419	-122.057
22	1409.774	3	2	1	-1	2	0	0.000	0.000
22	1409.776	2	3	2	232	0	2	37.419	-122.057
22	1409.777	2	3	2	232	0	2	37.419	-122.057
22	1409.812	2	3	2	232	0	2	37.419	-122.057
22	1409.771	2	3	2	232	0	2	37.419	-122.057
22	1409.772	3	2	1	-1	2	0	0.000	0.000
24	1418.766	5	4	3	232	0	3	37.419	-122.057
24	1418.764	4	5	1	-1	3	0	0.000	0.000
32	1421.820	6	6	4	232	0	4	47.634	-122.342
33	1421.873	7	7	1	-1	4	0	0.000	0.000
34	1421.875	6	6	4	232	0	4	47.634	-122.342
32	1421.851	7	7	1	-1	4	0	0.000	0.000
34	1421.774	7	7	1	-1	4	0	0.000	0.000
34	1421.803	6	6	4	232	0	4	47.634	-122.342
34	1421.771	6	6	4	232	0	4	47.634	-122.342
34	1421.789	7	7	1	-1	4	0	0.000	0.000
34	1421.773	6	6	4	232	0	4	47.634	-122.342
34	1421.792	7	7	1	-1	4	0	0.000	0.000
41	1426.871	8	9	5	232	0	5	37.419	-122.057
42	1426.882	9	8	1	-1	5	0	0.000	0.000
43	1426.883	9	8	1	-1	5	0	0.000	0.000
44	1426.906	9	8	1	-1	5	0	0.000	0.000
44	1426.772	8	9	5	232	0	5	37.419	-122.057
44	1426.792	9	8	1	-1	5	0	0.000	0.000
44	1426.782	9	8	1	-1	5	0	0.000	0.000
44	1426.842	8	9	5	232	0	5	37.419	-122.057
44	1426.817	8	9	5	232	0	5	37.419	-122.057
44	1426.849	8	9	5	232	0	5	37.419	-122.057
47	1428.792	1	11	1	-1	1	0	0.000	0.000
48	1428.794	0	10	0	232	0	1	37.419	-122.057
49	1428.805	0	10	0	232	0	1	37.419	-122.057
50	1428.821	0	10	0	232	0	1	37.419	-122.057
51	1428.823	0	10	0	232	0	1	37.419	-122.057
52	1428.825	1	11	1	-1	1	0	0.000	0.000
53	1428.835	1	11	1	-1	1	0	0.000	0.000
54	1428.836	1	11	1	-1	1	0	0.000	0.000
60	1428.784	1	11	1	-1	1	0	0.000	0.000
60	1428.774	0	10	0	232	0	1	37.419	-122.057
63	1429.095	12	13	1	-1	6	0	0.000	0.000
64	1429.109	12	13	1	-1	6	0	0.000	0.000
66	1429.170	13	12	6	232	0	6	39.564	-75.597
65	1429.159	13	12	6	232	0	6	39.564	-75.597
67	1429.203	13	12	6	232	0	6	39.564	-75.597
68	1429.205	13	12	6	232	0	6	39.564	-75.597
69	1429.252	12	13	1	-1	6	0	0.000	0.000
70	1429.253	12	13	1	-1	6	0	0.000	0.000
71	1429.255	12	13	1	-1	6	0	0.000	0.000
72	1429.257	12	13	1	-1	6	0	0.000	0.000
73	1429.273	13	12	6	232	0	6	39.564	-75.597
74	1429.275	13	12	6	232	0	6	39.564	-75.597
74	1428.893	13	12	6	232	0	6	39.564	-75.597
74	1428.877	12	13	1	-1	6	0	0.000	0.000
74	1429.020	13	12	6	232	0	6	39.564	-75.597
74	1428.964	13	12	6	232	0	6	39.564	-75.597
74	1429.022	12	13	1	-1	6	0	0.000	0.000
74	1429.033	12	13	1	-1	6	0	0.000	0.000
74	1428.851	11	14	1	-1	7	0	0.000	0.000
74	1428.838	10	15	7	-1	0	7	0.000	0.000
82	1430.802	10	17	7	-1	0	7	0.000	0.000
82	1430.824	11	18	1	-1	7	0	0.000	0.000
82	1430.783	15	20	1	-1	8	0	0.000	0.000
82	1430.792	14	16	8	232	0	8	37.334	-121.892
82	1430.864	17	21	1	-1	9	0	0.000	0.000
82	1430.773	14	16	8	232	0	8	37.334	-121.892
82	1430.853	16	19	9	232	0	9	42.988	-71.465
82	1430.902	16	19	9	232	0	9	42.988	-71.465
91	1431.963	18	24	10	232	0	10	37.419	-122.057
92	1431.964	18	24	10	232	0	10	37.419	-122.057
93	1431.993	18	24	10	232	0	10	37.419	-122.057
94	1431.995	18	24	10	232	0	10	37.419	-122.057
95	1431.997	19	25	1	-1	10	0	0.000	0.000
96	1431.999	19	25	1	-1	10	0	0.000	0.000
97	1432.018	19	25	1	-1	10	0	0.000	0.000
98	1432.020	19	25	1	-1	10	0	0.000	0.000
98	1431.775	10	22	7	-1	0	7	0.000	0.000
99	1432.062	19	25	1	-1	10	0	0.000	0.000
100	1432.064	19	25	1	-1	10	0	0.000	0.000
101	1432.066	18	24	10	232	0	10	37.419	-122.057
101	1431.785	11	23	1	-1	7	0	0.000	0.000
102	1432.096	18	24	10	232	0	10	37.419	-122.057
103	1432.098	18	24	10	232	0	10	37.419	-122.057
104	1432.100	18	24	10	232	0	10	37.419	-122.057
104	1431.793	18	24	10	232	0	10	37.419	-122.057
104	1431.842	18	24	10	232	0	10	37.419	-122.057
105	1432.130	19	25	1	-1	10	0	0.000	0.000
106	1432.132	19	25	1	-1	10	0	0.000	0.000
107	1432.134	19	25	1	-1	10	0	0.000	0.000
108	1432.143	18	24	10	232	0	10	37.419	-122.057
109	1432.144	18	24	10	232	0	10	37.419	-122.057
109	1431.803	19	25	1	-1	10	0	0.000	0.000
110	1432.176	18	24	10	232	0	10	37.419	-122.057
111	1432.178	19	25	1	-1	10	0	0.000	0.000
112	1432.180	18	24	10	232	0	10	37.419	-122.057
113	1432.182	18	24	10	232	0	10	37.419	-122.057
113	1431.852	18	24	10	232	0	10	37.419	-122.057
113	1431.875	19	25	1	-1	10	0	0.000	0.000
114	1432.204	19	25	1	-1	10	0	0.000	0.000
116	1431.914	19	25	1	-1	10	0	0.000	0.000
119	1432.205	10	26	7	-1	0	7	0.000	0.000
119	1432.207	11	27	1	-1	7	0	0.000	0.000
123	1432.276	20	28	11	232	0	11	37.419	-122.057
123	1432.328	21	29	1	-1	11	0	0.000	0.000
123	1432.490	21	29	1	-1	11	0	0.000	0.000
123	1432.358	20	28	11	232	0	11	37.419	-122.057
124	1432.686	20	28	11	232	0	11	37.419	-122.057
125	1432.688	20	28	11	232	0	11	37.419	-122.057
125	1432.691	20	28	11	232	0	11	37.419	-122.057
125	1432.453	20	28	11	232	0	11	37.419	-122.057
125	1432.463	21	29	1	-1	11	0	0.000	0.000
126	1432.694	21	29	1	-1	11	0	0.000	0.000
127	1432.695	21	29	1	-1	11	0	0.000	0.000
128	1432.713	21	29	1	-1	11	0	0.000	0.000
129	1432.714	20	28	11	232	0	11	37.419	-122.057
130	1432.716	20	28	11	232	0	11	37.419	-122.057
131	1432.718	20	28	11	232	0	11	37.419	-122.057
132	1432.722	20	28	11	232	0	11	37.419	-122.057
133	1432.723	21	29	1	-1	11	0	0.000	0.000
136	1435.792	18	30	10	232	0	10	37.419	-122.057
137	1435.794	18	30	10	232	0	10	37.419	-122.057
138	1435.806	19	31	1	-1	10	0	0.000	0.000
139	1435.822	19	31	1	-1	10	0	0.000	0.000
140	1435.824	19	31	1	-1	10	0	0.000	0.000
141	1435.826	19	31	1	-1	10	0	0.000	0.000
142	1435.828	18	30	10	232	0	10	37.419	-122.057
143	1435.844	18	30	10	232	0	10	37.419	-122.057
144	1435.845	18	30	10	232	0	10	37.419	-122.057
145	1435.853	18	30	10	232	0	10	37.419	-122.057
146	1435.854	19	31	1	-1	10	0	0.000	0.000
147	1435.856	19	31	1	-1	10	0	0.000	0.000
148	1435.860	19	31	1	-1	10	0	0.000	0.000
149	1435.865	19	31	1	-1	10	0	0.000	0.000
150	1435.867	18	30	10	232	0	10	37.419	-122.057
151	1435.868	18	30	10	232	0	10	37.419	-122.057
152	1435.872	18	30	10	232	0	10	37.419	-122.057
153	1435.882	18	30	10	232	0	10	37.419	-122.057
154	1435.883	18	30	10	232	0	10	37.419	-122.057
155	1435.885	19	31	1	-1	10	0	0.000	0.000
157	1435.893	15	20	1	-1	8	0	0.000	0.000
158	1435.896	14	16	8	232	0	8	37.334	-121.892
158	1435.902	14	16	8	232	0	8	37.334	-121.892
158	1435.784	19	31	1	-1	10	0	0.000	0.000
158	1435.774	18	30	10	232	0	10	37.419	-122.057
164	1436.847	16	19	9	232	0	9	42.988	-71.465
166	1436.884	17	21	1	-1	9	0	0.000	0.000
167	1436.912	16	19	9	232	0	9	42.988	-71.465
167	1436.802	22	33	12	93	0	12	6.800	-58.167
167	1436.825	23	34	1	-1	12	0	0.000	0.000
167	1436.873	22	32	12	93	0	12	6.800	-58.167
167	1436.792	22	32	12	93	0	12	6.800	-58.167
167	1436.773	22	33	12	93	0	12	6.800	-58.167
167	1436.783	23	35	1	-1	12	0	0.000	0.000
168	1438.772	13	12	6	232	0	6	39.564	-75.597
169	1438.774	22	33	12	93	0	12	6.800	-58.167
170	1438.776	12	13	1	-1	6	0	0.000	0.000
171	1438.778	13	12	6	232	0	6	39.564	-75.597
172	1438.779	23	35	1	-1	12	0	0.000	0.000
173	1438.782	23	35	1	-1	12	0	0.000	0.000
174	1438.783	23	35	1	-1	12	0	0.000	0.000
175	1438.785	23	35	1	-1	12	0	0.000	0.000
176	1438.787	23	35	1	-1	12	0	0.000	0.000
177	1438.790	22	33	12	93	0	12	6.800	-58.167
178	1438.796	22	33	12	93	0	12	6.800	-58.167
179	1438.797	22	33	12	93	0	12	6.800	-58.167
180	1439.779	22	33	12	93	0	12	6.800	-58.167
181	1439.781	22	32	12	93	0	12	6.800	-58.167
186	1439.832	23	35	1	-1	12	0	0.000	0.000
189	1439.945	23	34	1	-1	12	0	0.000	0.000
190	1439.968	23	34	1	-1	12	0	0.000	0.000
190	1439.783	22	36	12	93	0	12	6.800	-58.167
192	1439.793	22	37	12	93	0	12	6.800	-58.167
193	1440.037	23	35	1	-1	12	0	0.000	0.000
194	1440.042	23	35	1	-1	12	0	0.000	0.000
195	1440.043	23	35	1	-1	12	0	0.000	0.000
196	1440.047	23	35	1	-1	12	0	0.000	0.000
197	1440.063	23	35	1	-1	12	0	0.000	0.000
198	1440.065	23	35	1	-1	12	0	0.000	0.000
199	1440.067	23	35	1	-1	12	0	0.000	0.000
200	1440.069	23	35	1	-1	12	0	0.000	0.000
200	1439.804	22	38	12	93	0	12	6.800	-58.167
201	1440.103	23	35	1	-1	12	0	0.000	0.000
202	1440.104	23	35	1	-1	12	0	0.000	0.000
204	1439.814	22	39	12	93	0	12	6.800	-58.167
207	1440.268	22	37	12	93	0	12	6.800	-58.167
208	1440.012	23	43	1	-1	12	0	0.000	0.000
208	1439.834	23	40	1	-1	12	0	0.000	0.000
208	1439.981	23	42	1	-1	12	0	0.000	0.000
210	1440.305	22	36	12	93	0	12	6.800	-58.167
211	1440.307	22	38	12	93	0	12	6.800	-58.167
211	1440.308	22	37	12	93	0	12	6.800	-58.167
212	1440.309	22	38	12	93	0	12	6.800	-58.167
212	1440.325	22	36	12	93	0	12	6.800	-58.167
213	1440.341	22	32	12	93	0	12	6.800	-58.167
214	1440.343	22	32	12	93	0	12	6.800	-58.167
215	1440.345	22	39	12	93	0	12	6.800	-58.167
216	1440.347	22	39	12	93	0	12	6.800	-58.167
217	1440.348	22	33	12	93	0	12	6.800	-58.167
218	1440.350	22	33	12	93	0	12	6.800	-58.167
219	1440.352	22	33	12	93	0	12	6.800	-58.167
220	1440.366	22	33	12	93	0	12	6.800	-58.167
221	1440.368	22	33	12	93	0	12	6.800	-58.167
222	1440.372	22	33	12	93	0	12	6.800	-58.167
223	1440.375	22	33	12	93	0	12	6.800	-58.167
223	1439.896	23	41	1	-1	12	0	0.000	0.000
224	1440.397	22	33	12	93	0	12	6.800	-58.167
225	1440.398	22	33	12	93	0	12	6.800	-58.167
225	1440.106	22	44	12	93	0	12	6.800	-58.167
226	1440.413	22	33	12	93	0	12	6.800	-58.167
227	1440.213	22	46	12	93	0	12	6.800	-58.167
227	1440.172	22	45	12	93	0	12	6.800	-58.167
231	1440.532	23	40	1	-1	12	0	0.000	0.000
231	1440.224	22	47	12	93	0	12	6.800	-58.167
232	1440.559	23	42	1	-1	12	0	0.000	0.000
233	1440.571	23	41	1	-1	12	0	0.000	0.000
234	1440.582	23	34	1	-1	12	0	0.000	0.000
235	1440.586	23	35	1	-1	12	0	0.000	0.000
236	1440.588	23	40	1	-1	12	0	0.000	0.000
237	1440.597	23	35	1	-1	12	0	0.000	0.000
238	1440.599	23	35	1	-1	12	0	0.000	0.000
239	1440.602	23	35	1	-1	12	0	0.000	0.000
240	1440.604	23	35	1	-1	12	0	0.000	0.000
241	1440.632	23	40	1	-1	12	0	0.000	0.000
242	1440.633	23	40	1	-1	12	0	0.000	0.000
243	1440.635	23	43	1	-1	12	0	0.000	0.000
244	1440.637	23	42	1	-1	12	0	0.000	0.000
244	1440.415	23	48	1	-1	12	0	0.000	0.000
245	1440.652	23	42	1	-1	12	0	0.000	0.000
246	1440.653	23	42	1	-1	12	0	0.000	0.000
247	1440.655	23	42	1	-1	12	0	0.000	0.000
248	1440.673	23	42	1	-1	12	0	0.000	0.000
249	1440.674	23	41	1	-1	12	0	0.000	0.000
250	1440.676	23	41	1	-1	12	0	0.000	0.000
251	1440.677	23	43	1	-1	12	0	0.000	0.000
252	1440.703	22	44	12	93	0	12	6.800	-58.167
253	1440.704	22	44	12	93	0	12	6.800	-58.167
254	1440.716	22	45	12	93	0	12	6.800	-58.167
254	1440.468	23	50	1	-1	12	0	0.000	0.000
255	1440.726	22	47	12	93	0	12	6.800	-58.167
256	1440.744	22	46	12	93	0	12	6.800	-58.167
258	1440.755	22	45	12	93	0	12	6.800	-58.167
258	1440.466	23	49	1	-1	12	0	0.000	0.000
259	1440.759	22	47	12	93	0	12	6.800	-58.167
257	1440.749	22	46	12	93	0	12	6.800	-58.167
260	1440.781	22	32	12	93	0	12	6.800	-58.167
261	1440.783	22	32	12	93	0	12	6.800	-58.167
262	1440.784	22	33	12	93	0	12	6.800	-58.167
263	1440.786	22	33	12	93	0	12	6.800	-58.167
264	1440.790	22	33	12	93	0	12	6.800	-58.167
265	1440.798	22	37	12	93	0	12	6.800	-58.167
266	1440.800	22	37	12	93	0	12	6.800	-58.167
267	1440.803	22	38	12	93	0	12	6.800	-58.167
268	1440.519	23	51	1	-1	12	0	0.000	0.000
269	1440.811	22	38	12	93	0	12	6.800	-58.167
270	1440.813	22	36	12	93	0	12	6.800	-58.167
271	1440.821	22	38	12	93	0	12	6.800	-58.167
272	1440.823	22	36	12	93	0	12	6.800	-58.167
273	1440.825	22	37	12	93	0	12	6.800	-58.167
274	1440.827	22	38	12	93	0	12	6.800	-58.167
276	1440.829	22	39	12	93	0	12	6.800	-58.167
277	1440.839	22	39	12	93	0	12	6.800	-58.167
278	1440.841	23	48	1	-1	12	0	0.000	0.000
279	1440.843	23	48	1	-1	12	0	0.000	0.000
281	1440.846	23	35	1	-1	12	0	0.000	0.000
282	1440.848	23	35	1	-1	12	0	0.000	0.000
283	1440.850	23	35	1	-1	12	0	0.000	0.000
283	1440.852	22	38	12	93	0	12	6.800	-58.167
283	1440.854	23	49	1	-1	12	0	0.000	0.000
283	1440.856	22	36	12	93	0	12	6.800	-58.167
284	1440.865	23	35	1	-1	12	0	0.000	0.000
285	1440.868	23	50	1	-1	12	0	0.000	0.000
286	1440.870	23	35	1	-1	12	0	0.000	0.000
287	1440.872	23	35	1	-1	12	0	0.000	0.000
288	1440.873	23	51	1	-1	12	0	0.000	0.000
289	1440.875	23	51	1	-1	12	0	0.000	0.000
290	1440.877	23	49	1	-1	12	0	0.000	0.000
291	1440.878	23	41	1	-1	12	0	0.000	0.000
292	1440.880	23	40	1	-1	12	0	0.000	0.000
293	1440.882	23	42	1	-1	12	0	0.000	0.000
294	1440.885	23	40	1	-1	12	0	0.000	0.000
295	1440.896	23	40	1	-1	12	0	0.000	0.000
296	1440.898	23	40	1	-1	12	0	0.000	0.000
297	1440.900	23	40	1	-1	12	0	0.000	0.000
299	1440.902	23	43	1	-1	12	0	0.000	0.000
300	1440.904	23	43	1	-1	12	0	0.000	0.000
301	1440.906	23	50	1	-1	12	0	0.000	0.000
301	1440.915	23	43	1	-1	12	0	0.000	0.000
302	1440.918	23	50	1	-1	12	0	0.000	0.000
303	1440.919	23	50	1	-1	12	0	0.000	0.000
304	1440.924	23	50	1	-1	12	0	0.000	0.000
305	1440.925	23	50	1	-1	12	0	0.000	0.000
306	1440.927	23	50	1	-1	12	0	0.000	0.000
307	1440.929	23	50	1	-1	12	0	0.000	0.000
308	1440.931	23	50	1	-1	12	0	0.000	0.000
309	1440.933	23	50	1	-1	12	0	0.000	0.000
310	1440.939	23	50	1	-1	12	0	0.000	0.000
311	1440.940	23	34	1	-1	12	0	0.000	0.000
312	1440.948	23	34	1	-1	12	0	0.000	0.000
313	1440.950	23	34	1	-1	12	0	0.000	0.000
314	1440.952	23	34	1	-1	12	0	0.000	0.000
315	1440.955	23	34	1	-1	12	0	0.000	0.000
316	1440.961	23	34	1	-1	12	0	0.000	0.000
317	1440.974	23	34	1	-1	12	0	0.000	0.000
319	1440.984	23	34	1	-1	12	0	0.000	0.000
320	1440.991	23	34	1	-1	12	0	0.000	0.000
320	1440.977	23	34	1	-1	12	0	0.000	0.000
321	1440.995	23	35	1	-1	12	0	0.000	0.000
322	1441.002	23	43	1	-1	12	0	0.000	0.000
323	1441.004	23	40	1	-1	12	0	0.000	0.000
324	1441.006	23	42	1	-1	12	0	0.000	0.000
325	1441.013	23	41	1	-1	12	0	0.000	0.000
326	1441.014	23	34	1	-1	12	0	0.000	0.000
327	1441.023	23	48	1	-1	12	0	0.000	0.000
328	1441.026	23	50	1	-1	12	0	0.000	0.000
329	1441.028	23	49	1	-1	12	0	0.000	0.000
330	1441.031	23	51	1	-1	12	0	0.000	0.000
331	1441.032	22	39	12	93	0	12	6.800	-58.167
332	1441.037	22	38	12	93	0	12	6.800	-58.167
333	1441.039	22	37	12	93	0	12	6.800	-58.167
334	1441.048	22	36	12	93	0	12	6.800	-58.167
335	1441.050	22	32	12	93	0	12	6.800	-58.167
336	1441.052	22	44	12	93	0	12	6.800	-58.167
338	1441.055	22	33	12	93	0	12	6.800	-58.167
339	1441.058	22	33	12	93	0	12	6.800	-58.167
340	1441.059	22	33	12	93	0	12	6.800	-58.167
340	1441.062	22	44	12	93	0	12	6.800	-58.167
341	1441.063	22	33	12	93	0	12	6.800	-58.167
342	1441.068	22	33	12	93	0	12	6.800	-58.167
343	1441.071	22	46	12	93	0	12	6.800	-58.167
344	1441.079	22	46	12	93	0	12	6.800	-58.167
345	1441.081	22	45	12	93	0	12	6.800	-58.167
346	1441.083	22	45	12	93	0	12	6.800	-58.167
347	1441.085	22	36	12	93	0	12	6.800	-58.167
348	1441.086	22	36	12	93	0	12	6.800	-58.167
349	1441.091	22	38	12	93	0	12	6.800	-58.167
350	1441.099	22	38	12	93	0	12	6.800	-58.167
351	1441.102	22	37	12	93	0	12	6.800	-58.167
352	1441.103	22	37	12	93	0	12	6.800	-58.167
353	1441.107	22	37	12	93	0	12	6.800	-58.167
354	1441.112	22	37	12	93	0	12	6.800	-58.167
355	1441.119	22	39	12	93	0	12	6.800	-58.167
357	1441.132	22	39	12	93	0	12	6.800	-58.167
358	1441.134	22	47	12	93	0	12	6.800	-58.167
359	1441.139	22	47	12	93	0	12	6.800	-58.167
360	1441.141	22	47	12	93	0	12	6.800	-58.167
360	1441.142	22	39	12	93	0	12	6.800	-58.167
361	1441.151	22	47	12	93	0	12	6.800	-58.167
362	1441.152	22	47	12	93	0	12	6.800	-58.167
363	1441.154	22	47	12	93	0	12	6.800	-58.167
364	1441.156	22	32	12	93	0	12	6.800	-58.167
365	1441.158	22	32	12	93	0	12	6.800	-58.167
366	1441.658	22	32	12	93	0	12	6.800	-58.167
367	1441.660	22	32	12	93	0	12	6.800	-58.167
368	1441.662	22	32	12	93	0	12	6.800	-58.167
369	1441.666	22	32	12	93	0	12	6.800	-58.167
371	1441.672	22	32	12	93	0	12	6.800	-58.167
372	1441.675	22	33	12	93	0	12	6.800	-58.167
373	1441.678	22	32	12	93	0	12	6.800	-58.167
373	1441.668	22	32	12	93	0	12	6.800	-58.167
374	1441.692	22	39	12	93	0	12	6.800	-58.167
375	1441.694	22	37	12	93	0	12	6.800	-58.167
376	1441.697	22	38	12	93	0	12	6.800	-58.167
377	1441.699	22	36	12	93	0	12	6.800	-58.167
378	1441.715	22	32	12	93	0	12	6.800	-58.167
379	1441.716	22	44	12	93	0	12	6.800	-58.167
380	1441.718	22	47	12	93	0	12	6.800	-58.167
381	1441.723	22	45	12	93	0	12	6.800	-58.167
382	1441.724	22	46	12	93	0	12	6.800	-58.167
383	1441.734	23	34	1	-1	12	0	0.000	0.000
384	1441.736	23	40	1	-1	12	0	0.000	0.000
385	1441.738	23	41	1	-1	12	0	0.000	0.000
386	1441.739	23	42	1	-1	12	0	0.000	0.000
387	1441.741	23	43	1	-1	12	0	0.000	0.000
388	1441.752	23	48	1	-1	12	0	0.000	0.000
389	1441.754	22	44	12	93	0	12	6.800	-58.167
390	1441.763	22	44	12	93	0	12	6.800	-58.167
391	1441.772	23	35	1	-1	12	0	0.000	0.000
392	1441.773	23	35	1	-1	12	0	0.000	0.000
393	1441.775	23	42	1	-1	12	0	0.000	0.000
394	1441.781	23	41	1	-1	12	0	0.000	0.000
395	1441.783	23	41	1	-1	12	0	0.000	0.000
396	1441.784	23	42	1	-1	12	0	0.000	0.000
397	1441.786	23	40	1	-1	12	0	0.000	0.000
398	1441.790	23	51	1	-1	12	0	0.000	0.000
399	1441.793	23	40	1	-1	12	0	0.000	0.000
400	1441.799	22	33	12	93	0	12	6.800	-58.167
401	1441.800	22	33	12	93	0	12	6.800	-58.167
402	1441.810	22	36	12	93	0	12	6.800	-58.167
403	1441.814	22	36	12	93	0	12	6.800	-58.167
404	1441.820	22	38	12	93	0	12	6.800	-58.167
405	1441.822	22	38	12	93	0	12	6.800	-58.167
406	1441.823	22	46	12	93	0	12	6.800	-58.167
407	1441.825	22	46	12	93	0	12	6.800	-58.167
408	1441.831	23	50	1	-1	12	0	0.000	0.000
409	1441.832	23	43	1	-1	12	0	0.000	0.000
410	1441.834	23	50	1	-1	12	0	0.000	0.000
411	1441.838	23	50	1	-1	12	0	0.000	0.000
412	1441.841	23	50	1	-1	12	0	0.000	0.000
413	1441.850	23	50	1	-1	12	0	0.000	0.000
414	1441.854	23	50	1	-1	12	0	0.000	0.000
415	1441.856	23	50	1	-1	12	0	0.000	0.000
416	1441.858	23	50	1	-1	12	0	0.000	0.000
417	1441.860	23	50	1	-1	12	0	0.000	0.000
418	1441.862	23	50	1	-1	12	0	0.000	0.000
420	1441.865	22	37	12	93	0	12	6.800	-58.167
420	1441.875	22	37	12	93	0	12	6.800	-58.167
421	1441.879	23	43	1	-1	12	0	0.000	0.000
422	1441.881	23	43	1	-1	12	0	0.000	0.000
423	1441.883	23	43	1	-1	12	0	0.000	0.000
424	1441.885	23	43	1	-1	12	0	0.000	0.000
425	1441.886	23	43	1	-1	12	0	0.000	0.000
426	1441.888	23	43	1	-1	12	0	0.000	0.000
427	1441.890	23	49	1	-1	12	0	0.000	0.000
428	1441.893	23	49	1	-1	12	0	0.000	0.000
429	1441.901	23	50	1	-1	12	0	0.000	0.000
430	1441.903	23	50	1	-1	12	0	0.000	0.000
431	1441.905	23	50	1	-1	12	0	0.000	0.000
432	1441.915	23	49	1	-1	12	0	0.000	0.000
433	1441.917	23	50	1	-1	12	0	0.000	0.000
434	1441.918	23	49	1	-1	12	0	0.000	0.000
435	1441.920	23	49	1	-1	12	0	0.000	0.000
436	1441.922	23	49	1	-1	12	0	0.000	0.000
437	1441.923	23	49	1	-1	12	0	0.000	0.000
438	1441.925	23	49	1	-1	12	0	0.000	0.000
439	1441.927	23	49	1	-1	12	0	0.000	0.000
440	1441.930	23	49	1	-1	12	0	0.000	0.000
441	1441.942	23	34	1	-1	12	0	0.000	0.000
442	1441.943	23	34	1	-1	12	0	0.000	0.000
443	1441.945	23	34	1	-1	12	0	0.000	0.000
444	1441.947	23	34	1	-1	12	0	0.000	0.000
445	1441.948	23	34	1	-1	12	0	0.000	0.000
446	1441.950	23	34	1	-1	12	0	0.000	0.000
447	1441.952	23	34	1	-1	12	0	0.000	0.000
448	1441.954	23	34	1	-1	12	0	0.000	0.000
449	1441.957	23	34	1	-1	12	0	0.000	0.000
450	1441.964	23	34	1	-1	12	0	0.000	0.000
451	1441.965	22	47	12	93	0	12	6.800	-58.167
452	1441.967	23	34	1	-1	12	0	0.000	0.000
453	1441.973	23	34	1	-1	12	0	0.000	0.000
454	1441.974	23	34	1	-1	12	0	0.000	0.000
455	1441.976	23	34	1	-1	12	0	0.000	0.000
456	1441.981	22	47	12	93	0	12	6.800	-58.167
457	1441.983	22	47	12	93	0	12	6.800	-58.167
458	1441.985	22	47	12	93	0	12	6.800	-58.167
459	1441.990	22	47	12	93	0	12	6.800	-58.167
460	1441.992	22	47	12	93	0	12	6.800	-58.167
461	1441.998	22	47	12	93	0	12	6.800	-58.167
462	1441.999	22	47	12	93	0	12	6.800	-58.167
463	1442.003	22	39	12	93	0	12	6.800	-58.167
464	1442.010	22	39	12	93	0	12	6.800	-58.167
465	1442.013	22	39	12	93	0	12	6.800	-58.167
466	1442.015	22	39	12	93	0	12	6.800	-58.167
467	1442.018	22	39	12	93	0	12	6.800	-58.167
468	1442.023	22	45	12	93	0	12	6.800	-58.167
469	1442.025	22	47	12	93	0	12	6.800	-58.167
470	1442.027	22	47	12	93	0	12	6.800	-58.167
471	1442.030	22	45	12	93	0	12	6.800	-58.167
472	1442.040	22	47	12	93	0	12	6.800	-58.167
473	1442.042	22	47	12	93	0	12	6.800	-58.167
474	1442.044	22	45	12	93	0	12	6.800	-58.167
475	1442.046	22	45	12	93	0	12	6.800	-58.167
476	1442.047	22	45	12	93	0	12	6.800	-58.167
477	1442.049	22	45	12	93	0	12	6.800	-58.167
478	1442.051	22	45	12	93	0	12	6.800	-58.167
479	1442.053	22	45	12	93	0	12	6.800	-58.167
480	1442.056	22	45	12	93	0	12	6.800	-58.167
481	1442.062	22	32	12	93	0	12	6.800	-58.167
482	1442.063	22	32	12	93	0	12	6.800	-58.167
483	1442.070	22	32	12	93	0	12	6.800	-58.167
484	1442.072	22	32	12	93	0	12	6.800	-58.167
485	1442.074	22	32	12	93	0	12	6.800	-58.167
486	1442.076	22	32	12	93	0	12	6.800	-58.167
487	1442.077	22	32	12	93	0	12	6.800	-58.167
488	1442.081	22	32	12	93	0	12	6.800	-58.167
489	1442.092	22	32	12	93	0	12	6.800	-58.167
490	1442.094	23	48	1	-1	12	0	0.000	0.000
491	1442.095	23	48	1	-1	12	0	0.000	0.000
493	1442.098	23	48	1	-1	12	0	0.000	0.000
494	1442.102	22	44	12	93	0	12	6.800	-58.167
495	1442.105	23	48	1	-1	12	0	0.000	0.000
496	1442.108	22	44	12	93	0	12	6.800	-58.167
497	1442.118	22	44	12	93	0	12	6.800	-58.167
498	1442.121	22	44	12	93	0	12	6.800	-58.167
499	1442.123	23	41	1	-1	12	0	0.000	0.000
501	1442.126	23	41	1	-1	12	0	0.000	0.000
